model_a,model_b,winner,category
qwen3-235b-a22b,claude-opus-4-20250514,model_b,coding
qwen3-235b-a22b-no-thinking,qwen-max-2025-01-25,model_b,coding
qwen3-235b-a22b-no-thinking,claude-3-5-haiku-20241022,model_a,other
qwen3-235b-a22b-no-thinking,gemini-2.5-pro-preview-05-06,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,claude-opus-4-20250514,model_b,other
grok-3-mini-high,magistral-medium-2506,model_a,coding
deepseek-v3-0324,llama-4-scout-17b-16e-instruct,model_a,other
llama-4-maverick-03-26-experimental,claude-sonnet-4-20250514,model_a,other
kimi-k2-0711-preview,grok-3-mini-high,model_b,other
llama-3.3-70b-instruct,gemini-2.0-flash-001,model_a,other
claude-opus-4-20250514,amazon-nova-experimental-chat-05-14,model_b,other
gemini-2.5-flash,mistral-medium-2505,model_a,other
qwen3-235b-a22b-no-thinking,llama-4-maverick-03-26-experimental,model_a,coding
grok-4-0709,minimax-m1,model_a,coding
gemini-2.5-flash,deepseek-v3-0324,model_b,other
claude-opus-4-20250514,llama-4-maverick-03-26-experimental,model_a,coding
gemini-2.0-flash-001,gemini-2.5-pro,model_a,other
gemma-3-27b-it,o4-mini-2025-04-16,model_b,other
qwen3-235b-a22b-no-thinking,grok-3-mini-high,model_a,coding
claude-3-5-haiku-20241022,llama-4-scout-17b-16e-instruct,model_a,coding
claude-3-7-sonnet-20250219-thinking-32k,grok-3-preview-02-24,model_b,other
llama-3.3-70b-instruct,qwq-32b,model_b,other
grok-3-mini-beta,gemini-2.5-flash,model_a,coding
claude-3-7-sonnet-20250219-thinking-32k,qwen3-235b-a22b,model_b,coding
qwen3-235b-a22b-no-thinking,grok-3-preview-02-24,model_a,other
minimax-m1,o3-2025-04-16,model_a,other
qwen3-235b-a22b-no-thinking,claude-3-7-sonnet-20250219,model_a,coding
grok-3-preview-02-24,gemini-2.0-flash-001,model_a,other
gemini-2.5-pro,amazon.nova-pro-v1:0,model_a,coding
claude-sonnet-4-20250514-thinking-32k,gemini-2.0-flash-001,model_b,other
qwen3-30b-a3b,claude-3-5-sonnet-20241022,model_b,coding
gpt-4.1-mini-2025-04-14,claude-opus-4-20250514-thinking-16k,model_b,coding
claude-3-7-sonnet-20250219-thinking-32k,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,other
gemma-3n-e4b-it,o3-mini,model_a,other
claude-opus-4-20250514,deepseek-r1-0528,model_b,coding
chatgpt-4o-latest-20250326,claude-opus-4-20250514,model_b,coding
gpt-4.1-mini-2025-04-14,claude-opus-4-20250514,model_b,coding
mistral-medium-2505,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
amazon.nova-pro-v1:0,gemini-2.5-pro,model_b,coding
gemini-2.0-flash-thinking-exp-01-21,gemma-3-27b-it,model_b,other
gemma-3-27b-it,llama-3.3-70b-instruct,model_b,other
mistral-medium-2505,gemini-2.5-flash-preview-04-17,model_b,coding
claude-sonnet-4-20250514,o3-mini,model_b,other
gemini-2.5-flash,claude-3-5-haiku-20241022,model_a,other
chatgpt-4o-latest-20250326,gemini-2.5-pro-preview-03-25,model_a,other
llama-4-maverick-03-26-experimental,gemini-2.5-pro,model_b,other
claude-opus-4-20250514-thinking-16k,qwq-32b,model_a,coding
claude-sonnet-4-20250514-thinking-32k,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
gemini-2.5-pro,gemini-2.5-flash,model_a,coding
gpt-4.1-mini-2025-04-14,claude-opus-4-20250514-thinking-16k,model_b,other
claude-opus-4-20250514-thinking-16k,gemini-2.0-flash-001,model_b,coding
command-a-03-2025,gemini-2.5-flash,model_b,other
claude-sonnet-4-20250514,claude-opus-4-20250514,model_a,coding
qwen3-235b-a22b-no-thinking,mistral-medium-2505,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,qwen3-235b-a22b-no-thinking,model_b,other
mistral-small-3.1-24b-instruct-2503,claude-opus-4-20250514-thinking-16k,model_b,other
kimi-k2-0711-preview,deepseek-v3-0324,model_a,other
command-a-03-2025,deepseek-v3-0324,model_b,coding
mistral-medium-2505,qwen-max-2025-01-25,model_a,coding
grok-3-mini-high,mistral-medium-2505,model_a,other
deepseek-v3-0324,claude-3-7-sonnet-20250219,model_a,other
mistral-small-3.1-24b-instruct-2503,amazon.nova-pro-v1:0,model_b,other
qwen3-235b-a22b,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,coding
qwen-max-2025-01-25,gemini-2.5-pro,model_a,other
grok-3-mini-high,hunyuan-turbos-20250416,model_a,other
claude-3-5-sonnet-20241022,gemini-2.5-pro,model_b,other
gpt-4o-mini-2024-07-18,o3-2025-04-16,model_b,other
gemini-2.5-pro-preview-05-06,gemma-3-27b-it,model_b,other
mistral-small-3.1-24b-instruct-2503,llama-4-maverick-03-26-experimental,model_a,coding
qwen3-235b-a22b-no-thinking,grok-3-preview-02-24,model_a,other
claude-sonnet-4-20250514,gemini-2.5-pro,model_a,other
gemini-2.0-flash-001,qwq-32b,model_b,other
deepseek-v3-0324,grok-3-mini-high,model_a,other
gemini-2.5-flash,qwen3-30b-a3b,model_a,coding
gemma-3-27b-it,qwen3-235b-a22b-no-thinking,model_b,coding
qwen3-30b-a3b,qwen3-235b-a22b-no-thinking,model_b,other
claude-opus-4-20250514,amazon.nova-pro-v1:0,model_b,coding
o3-mini,claude-3-5-haiku-20241022,model_a,other
claude-3-5-haiku-20241022,gemini-2.5-flash,model_b,other
qwen-max-2025-01-25,gpt-4.1-2025-04-14,model_a,other
kimi-k2-0711-preview,claude-3-7-sonnet-20250219-thinking-32k,model_a,coding
gemini-2.5-flash,deepseek-r1-0528,model_b,coding
qwen-max-2025-01-25,grok-3-preview-02-24,model_a,other
qwen3-235b-a22b-no-thinking,o3-2025-04-16,model_a,other
gemini-2.5-flash,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,coding
grok-4-0709,deepseek-v3-0324,model_a,other
kimi-k2-0711-preview,llama-4-maverick-17b-128e-instruct,model_b,other
claude-3-5-haiku-20241022,grok-3-preview-02-24,model_b,coding
llama-4-maverick-03-26-experimental,claude-3-7-sonnet-20250219,model_a,coding
gemini-2.5-flash-lite-preview-06-17-thinking,minimax-m1,model_b,other
claude-3-7-sonnet-20250219,qwen3-235b-a22b,model_b,coding
qwq-32b,gpt-4.1-2025-04-14,model_a,other
deepseek-v3-0324,grok-3-mini-beta,model_a,coding
claude-3-5-sonnet-20241022,gemini-2.5-flash,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,o4-mini-2025-04-16,model_a,coding
o3-mini,o3-2025-04-16,model_b,other
deepseek-r1-0528,claude-opus-4-20250514,model_a,other
qwen3-235b-a22b,mistral-small-2506,model_b,other
llama-4-maverick-03-26-experimental,qwen3-235b-a22b-no-thinking,model_b,other
amazon-nova-experimental-chat-05-14,gemma-3-27b-it,model_b,coding
qwen-max-2025-01-25,qwen3-30b-a3b,model_a,other
claude-3-5-sonnet-20241022,chatgpt-4o-latest-20250326,model_a,other
gemini-2.5-flash,o4-mini-2025-04-16,model_b,coding
mistral-medium-2505,deepseek-v3-0324,model_b,coding
gemma-3-27b-it,qwen3-235b-a22b-no-thinking,model_b,other
o3-2025-04-16,claude-3-5-sonnet-20241022,model_b,coding
llama-4-maverick-03-26-experimental,claude-3-7-sonnet-20250219,model_b,other
gemini-2.5-pro,claude-3-7-sonnet-20250219-thinking-32k,model_b,other
amazon.nova-pro-v1:0,qwen3-235b-a22b,model_b,coding
chatgpt-4o-latest-20250326,gemini-2.5-flash-preview-04-17,model_a,other
qwen-max-2025-01-25,o3-2025-04-16,model_b,other
gemma-3-27b-it,chatgpt-4o-latest-20250326,model_b,other
chatgpt-4o-latest-20250326,amazon.nova-pro-v1:0,model_a,coding
claude-3-7-sonnet-20250219,mistral-medium-2505,model_b,other
gemini-2.5-flash-preview-04-17,mistral-medium-2505,model_b,coding
claude-3-5-haiku-20241022,llama-4-maverick-03-26-experimental,model_b,other
chatgpt-4o-latest-20250326,deepseek-r1-0528,model_a,other
mistral-small-3.1-24b-instruct-2503,claude-opus-4-20250514-thinking-16k,model_a,other
claude-sonnet-4-20250514,claude-3-5-sonnet-20241022,model_b,other
mistral-medium-2505,claude-3-7-sonnet-20250219-thinking-32k,model_b,coding
llama-4-maverick-17b-128e-instruct,deepseek-r1-0528,model_b,coding
qwen-max-2025-01-25,claude-3-7-sonnet-20250219,model_b,coding
gpt-4.1-2025-04-14,claude-sonnet-4-20250514,model_a,other
claude-opus-4-20250514-thinking-16k,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
o3-mini,grok-3-mini-beta,model_b,other
chatgpt-4o-latest-20250326,mistral-small-3.1-24b-instruct-2503,model_a,coding
claude-sonnet-4-20250514,gemini-2.5-flash,model_a,other
claude-opus-4-20250514,qwq-32b,model_a,other
minimax-m1,amazon.nova-pro-v1:0,model_a,coding
gpt-4.1-2025-04-14,grok-3-mini-beta,model_a,other
command-a-03-2025,mistral-medium-2505,model_b,other
o3-2025-04-16,claude-3-5-sonnet-20241022,model_a,other
claude-opus-4-20250514-thinking-16k,gpt-4.1-2025-04-14,model_b,other
claude-opus-4-20250514-thinking-16k,claude-3-7-sonnet-20250219,model_a,other
minimax-m1,gemini-2.5-pro,model_b,other
claude-opus-4-20250514-thinking-16k,deepseek-r1-0528,model_a,other
claude-opus-4-20250514,claude-3-7-sonnet-20250219,model_a,other
gpt-4.1-2025-04-14,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
qwen3-235b-a22b-no-thinking,o3-2025-04-16,model_b,coding
deepseek-r1-0528,gemini-2.0-flash-001,model_b,other
gpt-4o-2024-11-20,gpt-4o-mini-2024-07-18,model_b,other
gemini-2.5-pro-preview-03-25,chatgpt-4o-latest-20250326,model_a,other
gemini-2.5-flash,claude-3-7-sonnet-20250219,model_a,other
amazon.nova-pro-v1:0,qwen3-235b-a22b,model_b,coding
command-a-03-2025,kimi-k2-0711-preview,model_a,other
claude-opus-4-20250514,qwq-32b,model_a,coding
gemini-2.5-flash,deepseek-r1-0528,model_b,coding
chatgpt-4o-latest-20250326,gemma-3-27b-it,model_a,coding
claude-3-7-sonnet-20250219,claude-3-5-sonnet-20241022,model_b,other
qwq-32b,claude-sonnet-4-20250514,model_a,other
deepseek-r1-0528,grok-3-mini-high,model_a,other
magistral-medium-2506,gemini-2.5-pro,model_b,other
amazon.nova-pro-v1:0,qwen3-235b-a22b-no-thinking,model_b,other
mistral-small-3.1-24b-instruct-2503,deepseek-v3-0324,model_a,coding
chatgpt-4o-latest-20250326,gpt-4.1-2025-04-14,model_a,other
qwen3-235b-a22b-no-thinking,claude-opus-4-20250514-thinking-16k,model_b,other
claude-opus-4-20250514,gemma-3-27b-it,model_a,coding
claude-opus-4-20250514,qwen3-235b-a22b-no-thinking,model_a,coding
qwen3-235b-a22b-no-thinking,llama-4-scout-17b-16e-instruct,model_b,coding
deepseek-v3-0324,qwq-32b,model_a,coding
deepseek-r1-0528,claude-3-5-sonnet-20241022,model_a,coding
qwen3-30b-a3b,amazon.nova-pro-v1:0,model_b,coding
grok-3-preview-02-24,claude-3-7-sonnet-20250219,model_a,other
gpt-4.1-mini-2025-04-14,llama-4-scout-17b-16e-instruct,model_b,other
qwen3-235b-a22b-no-thinking,claude-opus-4-20250514,model_b,other
command-a-03-2025,gemini-2.5-flash,model_b,coding
grok-3-mini-beta,gemini-2.5-pro-preview-05-06,model_b,other
gemini-2.5-pro-preview-05-06,gemini-2.5-pro,model_a,other
deepseek-r1-0528,o3-2025-04-16,model_b,other
llama-3.3-70b-instruct,gemini-2.0-flash-001,model_a,other
gemma-3n-e4b-it,claude-opus-4-20250514-thinking-16k,model_b,other
grok-3-preview-02-24,gemini-2.5-pro,model_b,other
claude-opus-4-20250514-thinking-16k,claude-opus-4-20250514,model_b,coding
gemini-2.0-flash-thinking-exp-01-21,gpt-4o-2024-11-20,model_a,other
command-a-03-2025,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
llama-4-maverick-17b-128e-instruct,claude-3-7-sonnet-20250219,model_b,other
claude-sonnet-4-20250514-thinking-32k,llama-4-scout-17b-16e-instruct,model_b,other
mistral-medium-2505,claude-sonnet-4-20250514,model_b,coding
o3-mini,llama-4-maverick-03-26-experimental,model_b,coding
claude-sonnet-4-20250514,claude-3-7-sonnet-20250219,model_b,other
gemini-2.5-pro-preview-05-06,amazon.nova-pro-v1:0,model_a,other
claude-sonnet-4-20250514-thinking-32k,gpt-4.1-mini-2025-04-14,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,magistral-medium-2506,model_b,other
o3-mini,grok-3-mini-beta,model_b,other
deepseek-r1-0528,mistral-medium-2505,model_a,other
gpt-4.1-mini-2025-04-14,claude-opus-4-20250514-thinking-16k,model_b,other
grok-3-preview-02-24,gpt-4.1-2025-04-14,model_b,coding
claude-sonnet-4-20250514,gemini-2.5-flash,model_b,other
deepseek-r1-0528,claude-3-7-sonnet-20250219-thinking-32k,model_b,coding
deepseek-v3-0324,claude-3-5-sonnet-20241022,model_a,coding
claude-3-7-sonnet-20250219-thinking-32k,claude-opus-4-20250514,model_a,other
claude-3-5-haiku-20241022,deepseek-r1-0528,model_b,other
deepseek-r1-0528,claude-3-5-haiku-20241022,model_a,other
gpt-4.1-2025-04-14,claude-opus-4-20250514,model_a,other
command-a-03-2025,claude-3-5-sonnet-20241022,model_a,other
grok-3-mini-beta,llama-4-maverick-17b-128e-instruct,model_b,other
gpt-4.1-2025-04-14,gemini-2.5-flash,model_a,other
mistral-small-2506,llama-3.3-70b-instruct,model_b,coding
kimi-k2-0711-preview,qwen3-235b-a22b-instruct-2507,model_b,coding
claude-3-5-sonnet-20241022,amazon.nova-pro-v1:0,model_a,coding
qwen3-235b-a22b,chatgpt-4o-latest-20250326,model_b,other
o4-mini-2025-04-16,gemini-2.5-pro,model_a,coding
claude-3-5-haiku-20241022,gpt-4.1-mini-2025-04-14,model_b,other
gpt-4.1-2025-04-14,grok-3-preview-02-24,model_a,other
gemini-2.5-flash,gemini-2.5-flash-preview-04-17,model_b,coding
claude-opus-4-20250514-thinking-16k,claude-opus-4-20250514,model_b,other
gemma-3n-e4b-it,claude-3-5-haiku-20241022,model_b,other
llama-4-maverick-03-26-experimental,grok-3-mini-beta,model_a,coding
gemini-2.0-flash-001,qwen-max-2025-01-25,model_b,other
qwen3-30b-a3b,claude-sonnet-4-20250514,model_a,other
llama-4-maverick-17b-128e-instruct,claude-opus-4-20250514,model_a,other
llama-4-scout-17b-16e-instruct,mistral-small-3.1-24b-instruct-2503,model_a,coding
gemini-2.5-flash,gemini-2.5-pro-preview-05-06,model_b,coding
gemini-2.5-pro-preview-05-06,claude-sonnet-4-20250514,model_b,other
o4-mini-2025-04-16,claude-opus-4-20250514,model_a,other
claude-3-5-sonnet-20241022,qwen3-235b-a22b,model_b,other
claude-3-5-haiku-20241022,qwen3-235b-a22b,model_a,other
claude-opus-4-20250514,o3-mini,model_a,other
claude-3-5-sonnet-20241022,claude-opus-4-20250514-thinking-16k,model_a,other
qwen3-235b-a22b,llama-4-maverick-17b-128e-instruct,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,o3-2025-04-16,model_b,coding
qwen3-235b-a22b-no-thinking,claude-3-5-sonnet-20241022,model_a,other
mistral-medium-2505,chatgpt-4o-latest-20250326,model_b,other
qwen3-235b-a22b-no-thinking,mistral-medium-2505,model_b,coding
gemini-2.5-flash-preview-04-17,gemini-2.0-flash-001,model_a,other
gemma-3-27b-it,deepseek-v3-0324,model_a,coding
amazon.nova-pro-v1:0,claude-3-7-sonnet-20250219,model_b,other
claude-3-7-sonnet-20250219,gemini-2.5-flash-preview-04-17,model_b,coding
grok-3-preview-02-24,deepseek-r1-0528,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,grok-3-mini-high,model_a,other
amazon.nova-pro-v1:0,o4-mini-2025-04-16,model_b,coding
llama-3.3-70b-instruct,gpt-4o-2024-11-20,model_b,coding
claude-3-7-sonnet-20250219-thinking-32k,gemma-3-27b-it,model_a,other
claude-opus-4-20250514,llama-4-maverick-03-26-experimental,model_a,other
llama-4-maverick-17b-128e-instruct,claude-3-5-sonnet-20241022,model_a,coding
llama-4-maverick-17b-128e-instruct,qwq-32b,model_b,other
o3-mini,mistral-small-3.1-24b-instruct-2503,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,o3-2025-04-16,model_b,coding
command-a-03-2025,grok-3-mini-beta,model_b,coding
gemini-2.5-flash-preview-04-17,o4-mini-2025-04-16,model_b,coding
amazon-nova-experimental-chat-05-14,grok-3-mini-beta,model_b,other
chatgpt-4o-latest-20250326,grok-3-mini-high,model_a,other
grok-3-preview-02-24,claude-3-7-sonnet-20250219-thinking-32k,model_b,other
claude-opus-4-20250514,qwen3-235b-a22b,model_b,other
kimi-k2-0711-preview,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
gemini-2.5-pro,gemma-3-27b-it,model_b,other
gemini-2.5-flash,claude-sonnet-4-20250514-thinking-32k,model_b,other
gemini-2.5-pro-preview-05-06,command-a-03-2025,model_b,other
o3-2025-04-16,mistral-medium-2505,model_a,other
gemini-2.5-pro,llama-4-maverick-17b-128e-instruct,model_a,other
qwen3-235b-a22b-no-thinking,gemini-2.5-flash,model_b,coding
amazon.nova-pro-v1:0,qwen3-30b-a3b,model_b,other
mistral-medium-2505,claude-opus-4-20250514-thinking-16k,model_b,other
grok-3-mini-beta,claude-3-7-sonnet-20250219,model_a,other
gpt-4.1-2025-04-14,amazon.nova-pro-v1:0,model_a,coding
gemini-2.5-flash,qwen3-235b-a22b-no-thinking,model_a,coding
kimi-k2-0711-preview,gemini-2.0-flash-001,model_b,other
qwen3-235b-a22b,grok-3-preview-02-24,model_a,coding
gemma-3-27b-it,qwen-max-2025-01-25,model_a,coding
llama-3.3-70b-instruct,gemini-2.0-flash-001,model_b,coding
grok-3-mini-beta,chatgpt-4o-latest-20250326,model_a,other
gemma-3-27b-it,qwen3-235b-a22b,model_b,other
deepseek-v3-0324,gemma-3-27b-it,model_a,other
claude-sonnet-4-20250514-thinking-32k,llama-4-maverick-03-26-experimental,model_b,other
o3-mini,amazon.nova-pro-v1:0,model_a,other
claude-3-5-sonnet-20241022,gemini-2.5-flash,model_b,other
grok-3-mini-beta,claude-3-5-sonnet-20241022,model_b,other
amazon.nova-pro-v1:0,minimax-m1,model_b,other
o3-mini,claude-sonnet-4-20250514,model_b,other
minimax-m1,qwen3-235b-a22b-no-thinking,model_a,coding
gpt-4.1-mini-2025-04-14,o4-mini-2025-04-16,model_a,other
grok-3-mini-beta,qwen-max-2025-01-25,model_b,other
grok-3-mini-beta,claude-sonnet-4-20250514-thinking-32k,model_a,other
claude-opus-4-20250514-thinking-16k,amazon.nova-pro-v1:0,model_a,other
command-a-03-2025,qwen3-235b-a22b-no-thinking,model_b,coding
deepseek-v3-0324,gemini-2.5-flash-preview-04-17,model_b,coding
claude-sonnet-4-20250514,mistral-small-3.1-24b-instruct-2503,model_a,other
claude-opus-4-20250514-thinking-16k,claude-3-5-haiku-20241022,model_b,other
llama-4-maverick-03-26-experimental,amazon.nova-pro-v1:0,model_a,other
o3-2025-04-16,qwen3-235b-a22b-instruct-2507,model_b,other
chatgpt-4o-latest-20250326,o4-mini-2025-04-16,model_b,coding
gemini-2.5-pro,gemini-2.0-flash-001,model_a,other
qwen3-235b-a22b-no-thinking,gemini-2.5-flash,model_b,other
gemini-2.5-pro,claude-3-5-sonnet-20241022,model_a,coding
o3-mini,claude-opus-4-20250514,model_b,other
grok-3-mini-beta,llama-4-maverick-03-26-experimental,model_a,other
mistral-medium-2505,llama-3.3-70b-instruct,model_a,coding
llama-4-maverick-03-26-experimental,o3-2025-04-16,model_a,other
claude-opus-4-20250514,amazon.nova-pro-v1:0,model_a,coding
amazon-nova-experimental-chat-05-14,deepseek-r1-0528,model_a,coding
grok-3-mini-beta,minimax-m1,model_b,other
gemini-2.0-flash-001,o3-mini,model_a,other
qwen3-235b-a22b-no-thinking,qwen3-30b-a3b,model_a,coding
magistral-medium-2506,amazon-nova-experimental-chat-05-14,model_a,other
gemini-2.5-pro,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,other
qwq-32b,mistral-medium-2505,model_a,other
amazon-nova-experimental-chat-05-14,claude-opus-4-20250514-thinking-16k,model_a,other
grok-4-0709,command-a-03-2025,model_b,other
claude-3-7-sonnet-20250219,grok-3-preview-02-24,model_b,other
grok-3-mini-high,llama-4-maverick-03-26-experimental,model_a,other
o3-2025-04-16,claude-3-5-haiku-20241022,model_a,coding
amazon.nova-pro-v1:0,claude-3-7-sonnet-20250219-thinking-32k,model_b,other
claude-3-5-sonnet-20241022,claude-3-7-sonnet-20250219,model_b,other
gemini-2.5-flash,deepseek-r1-0528,model_b,other
qwen-max-2025-01-25,gpt-4o-2024-11-20,model_a,other
gemini-2.5-flash,magistral-medium-2506,model_a,other
o3-mini,o4-mini-2025-04-16,model_a,coding
claude-opus-4-20250514-thinking-16k,mistral-small-3.1-24b-instruct-2503,model_b,other
gpt-4.1-2025-04-14,qwen3-235b-a22b-no-thinking,model_a,other
llama-4-maverick-03-26-experimental,gpt-4.1-2025-04-14,model_a,coding
mistral-small-3.1-24b-instruct-2503,gemini-2.5-flash,model_b,other
hunyuan-turbos-20250416,gemini-2.5-flash,model_b,other
command-a-03-2025,deepseek-v3-0324,model_b,other
gemma-3-27b-it,gemini-2.5-pro-preview-05-06,model_b,coding
claude-sonnet-4-20250514-thinking-32k,claude-sonnet-4-20250514,model_a,coding
claude-3-5-haiku-20241022,command-a-03-2025,model_b,other
llama-4-maverick-17b-128e-instruct,qwq-32b,model_a,other
chatgpt-4o-latest-20250326,claude-3-5-haiku-20241022,model_a,other
chatgpt-4o-latest-20250326,mistral-small-3.1-24b-instruct-2503,model_b,other
minimax-m1,claude-sonnet-4-20250514-thinking-32k,model_b,other
mistral-small-2506,o4-mini-2025-04-16,model_b,coding
llama-4-maverick-03-26-experimental,claude-3-5-haiku-20241022,model_a,other
gemini-2.5-flash-preview-04-17,amazon.nova-pro-v1:0,model_a,other
llama-3.3-70b-instruct,mistral-medium-2505,model_b,coding
gemini-2.0-flash-001,llama-3.3-70b-instruct,model_b,other
mistral-small-2506,gemini-2.5-pro,model_b,coding
mistral-medium-2505,gemini-2.5-flash-preview-04-17,model_b,coding
mistral-medium-2505,gemini-2.5-flash,model_a,other
command-a-03-2025,qwen3-235b-a22b-no-thinking,model_a,other
gemini-2.5-pro-preview-03-25,llama-4-maverick-03-26-experimental,model_b,other
gemini-2.0-flash-001,claude-opus-4-20250514-thinking-16k,model_a,other
gpt-4.1-mini-2025-04-14,claude-3-7-sonnet-20250219,model_b,other
llama-4-maverick-03-26-experimental,command-a-03-2025,model_b,other
gemma-3-27b-it,claude-opus-4-20250514,model_b,other
llama-4-maverick-17b-128e-instruct,qwen-max-2025-01-25,model_b,coding
grok-3-mini-high,llama-4-scout-17b-16e-instruct,model_a,other
gemini-2.5-flash,gemini-2.5-flash-preview-04-17,model_a,other
gemini-2.5-flash,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
gemini-2.5-pro,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
amazon-nova-experimental-chat-05-14,claude-opus-4-20250514,model_a,other
qwen3-235b-a22b-no-thinking,claude-sonnet-4-20250514,model_a,coding
gemini-2.5-pro,llama-3.3-70b-instruct,model_a,other
deepseek-r1-0528,o3-mini,model_a,other
gemini-2.5-flash-preview-04-17,gemini-2.5-flash,model_b,coding
o3-2025-04-16,amazon.nova-pro-v1:0,model_a,coding
gemma-3-27b-it,grok-3-preview-02-24,model_b,coding
gemini-2.5-pro,llama-3.3-70b-instruct,model_a,other
claude-opus-4-20250514,gemini-2.5-flash,model_a,other
qwen3-235b-a22b-no-thinking,llama-3.3-70b-instruct,model_a,other
amazon.nova-pro-v1:0,grok-3-preview-02-24,model_b,other
o4-mini-2025-04-16,gemini-2.0-flash-001,model_b,other
qwen3-235b-a22b,llama-3.3-70b-instruct,model_a,other
minimax-m1,grok-3-preview-02-24,model_b,coding
gpt-4.1-2025-04-14,qwen3-235b-a22b-no-thinking,model_a,coding
magistral-medium-2506,chatgpt-4o-latest-20250326,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,minimax-m1,model_b,other
claude-opus-4-20250514-thinking-16k,mistral-small-3.1-24b-instruct-2503,model_a,other
qwq-32b,qwen3-235b-a22b-no-thinking,model_b,other
gemini-2.5-pro,llama-4-maverick-03-26-experimental,model_b,other
gemma-3-27b-it,mistral-small-2506,model_a,other
o3-2025-04-16,amazon.nova-pro-v1:0,model_b,coding
gemma-3-27b-it,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
hunyuan-turbos-20250416,deepseek-r1-0528,model_b,other
grok-3-preview-02-24,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
gemma-3n-e4b-it,claude-3-7-sonnet-20250219,model_a,other
claude-3-5-sonnet-20241022,chatgpt-4o-latest-20250326,model_b,other
gpt-4.1-2025-04-14,qwq-32b,model_b,other
llama-4-scout-17b-16e-instruct,kimi-k2-0711-preview,model_b,coding
o3-mini,llama-4-scout-17b-16e-instruct,model_a,coding
gemini-2.5-pro,gemini-2.5-flash,model_a,coding
command-a-03-2025,claude-3-7-sonnet-20250219,model_b,other
gemini-2.5-pro,qwen3-235b-a22b-no-thinking,model_a,other
gemini-2.5-pro,claude-opus-4-20250514,model_a,other
grok-3-mini-high,llama-4-maverick-03-26-experimental,model_b,other
gpt-4.1-2025-04-14,claude-sonnet-4-20250514,model_a,other
o4-mini-2025-04-16,llama-3.3-70b-instruct,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,mistral-medium-2505,model_b,other
hunyuan-turbos-20250416,llama-4-scout-17b-16e-instruct,model_a,other
gemini-2.5-flash-lite-preview-06-17-thinking,gemini-2.0-flash-001,model_a,coding
gemini-2.5-flash-lite-preview-06-17-thinking,mistral-medium-2505,model_a,other
claude-opus-4-20250514-thinking-16k,claude-sonnet-4-20250514-thinking-32k,model_a,other
claude-3-5-haiku-20241022,chatgpt-4o-latest-20250326,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,qwen3-235b-a22b,model_a,other
magistral-medium-2506,hunyuan-turbos-20250416,model_a,other
llama-4-maverick-17b-128e-instruct,qwen-max-2025-01-25,model_a,other
claude-opus-4-20250514-thinking-16k,mistral-small-2506,model_a,other
mistral-small-3.1-24b-instruct-2503,deepseek-v3-0324,model_b,other
gemini-2.5-pro,qwen3-30b-a3b,model_a,other
chatgpt-4o-latest-20250326,claude-3-5-haiku-20241022,model_b,other
gpt-4.1-2025-04-14,gpt-4o-2024-11-20,model_b,coding
claude-opus-4-20250514-thinking-16k,llama-4-maverick-03-26-experimental,model_a,other
claude-3-5-haiku-20241022,amazon.nova-pro-v1:0,model_b,other
minimax-m1,o3-mini,model_b,other
claude-opus-4-20250514-thinking-16k,mistral-small-3.1-24b-instruct-2503,model_a,other
amazon-nova-experimental-chat-05-14,deepseek-r1-0528,model_b,other
deepseek-r1-0528,llama-3.3-70b-instruct,model_a,other
grok-3-mini-high,gemini-2.5-flash,model_b,other
gemma-3-27b-it,claude-opus-4-20250514,model_a,other
grok-3-preview-02-24,gpt-4.1-mini-2025-04-14,model_a,other
claude-3-7-sonnet-20250219,mistral-small-3.1-24b-instruct-2503,model_a,other
gemma-3-27b-it,qwen3-235b-a22b-no-thinking,model_a,other
claude-opus-4-20250514-thinking-16k,mistral-small-3.1-24b-instruct-2503,model_a,coding
qwen3-30b-a3b,llama-3.3-70b-instruct,model_b,other
mistral-small-3.1-24b-instruct-2503,grok-3-mini-high,model_b,coding
qwen3-30b-a3b,deepseek-r1-0528,model_b,other
